OrderID,RestaurantLat,RestaurantLon,CustomerLat,CustomerLon,OrderValue,FoodPrepTime
28,26.844537073737122,81.10807556694525,27.157469050633157,80.96204876605496,162.52678828354433,14
29,26.89691776113757,80.72975234073515,26.671875141837646,80.98346498704039,395.1803789590369,12
30,26.531121776522397,81.0968191413885,26.93829698298763,80.9552431506191,244.18980205662155,7
31,26.907055050773966,80.52664549699516,26.632725413949025,80.6432743400508,368.508330091653,11
32,26.614251162870485,80.92931431250707,26.87877127056298,80.80120038215364,208.25757679270626,11
33,26.543584567300137,80.66560636284714,26.810834766081186,81.04067665482158,132.49185392266907,14
34,27.135753309959735,80.58680815775963,27.151243570853133,80.57298848623827,497.03271819510536,10
35,27.146973462159956,80.55540630517304,26.907713272706633,80.7000539987846,162.4806031722397,11
36,27.04162622323803,81.00132791863226,26.73416926929817,80.69894975809541,495.3683975853924,6
37,26.704091225346158,80.744709973913,26.576444175874915,80.81105362786805,490.9119730265789,13
38,26.565440316384276,81.02183207550071,26.601335375252408,81.20586549347837,417.52724156321585,14
39,26.958436127763147,80.54705656537524,26.650962343067327,80.54860183361235,363.76918483279906,14
40,26.794902170805532,80.72700904323804,26.668147663098,80.87346471595403,331.12282010043384,5
41,26.581765617346,80.88843373051024,27.069912758753564,80.62914257104879,446.4406181511339,5
42,26.831768529774553,81.06932067868405,26.876019268149292,81.19888711269502,215.77580864779517,7
43,26.523040309147195,80.72950180211109,26.850671910620825,80.58157852340378,287.0724849939508,7
44,27.109244669392787,80.95064179103464,26.576895144152378,80.79059272170035,347.7559877466008,5
45,26.673382587672013,81.13790397873005,27.076293594544122,81.03127718908091,264.47619034779643,11
46,26.94388993051717,80.94342149549126,26.984285583149685,81.00727918817977,270.9945816361072,8
47,26.708846420979906,80.66773082182262,26.545337802473,80.80436461856362,232.11386700083375,14
48,26.848445574189135,80.51756856272071,26.974249515143946,80.74949740092596,325.6927266738144,6
49,26.86629588716,81.12647118920867,26.864170605619574,80.78628091255807,440.2298112060464,14
50,26.623852485202104,80.51531397581228,26.55475598165034,80.69027890947422,180.61135120252516,9
51,27.149621700602257,81.12978520433262,26.807061429824202,80.6478397158689,473.77321550137657,10
52,27.01933899165195,80.8808347364996,26.824746512377132,80.8477885822424,375.63506149929185,13
53,27.12946429084801,81.17612874292928,26.611068941909394,80.69334430436868,429.3092850720121,8
54,27.099534324786525,81.07512392975704,27.13361775849019,80.70697239872602,322.47627705200466,6
55,26.900592985803428,81.218512559584,27.069483498892044,80.97286436570168,411.80668056962537,9
56,27.11765573746549,80.75251250712523,26.948244966010503,81.19734687882392,106.48015893578689,7
57,26.559289976374785,81.05237556803041,26.80973802587041,80.93461878440274,427.3521699118141,6
58,26.631308517820827,80.78939025779866,26.775882912861622,80.55542521628678,116.0555436341466,5
59,26.53030228357006,80.84551044661882,26.93615222299114,80.55442020197493,455.965350545145,14
60,26.717971321611387,80.95180393351723,26.865439352502626,81.18502471900881,496.78509889545734,6
61,26.760413784091952,81.12904752221417,26.541722980940865,80.71404936902128,217.6269848707111,10
62,26.68180385128851,81.20854009782349,26.843376774676123,80.56628822997938,184.12742251431746,12
63,27.055254131131793,81.05315685798246,27.040290423546004,80.93131210274828,406.1453455432163,7
64,26.739024728884704,80.80079208316047,26.807690717989964,80.949027120369,201.2105363681013,13
65,26.688226121490544,80.8033770416395,26.53481090696136,80.96692347048545,446.2249532688814,13
66,26.863606375716028,81.031059257144,27.026806393587304,80.69252946005743,141.13703686299067,6
67,26.59441923073309,80.67191954495318,26.6349137340311,80.51087969263442,150.3820785517433,12
68,27.03747197710521,80.5795413614546,26.673275959374987,81.19481106600722,491.6606220402462,14
69,26.549948931265448,80.75532795350136,26.610353256799637,80.68064299289759,369.53555930800184,9
70,27.16121424752235,80.70681207399093,26.721244093463906,80.98673892739784,438.75488977158113,8
71,27.01740399542876,80.71334184672831,27.007023508811386,81.00877350631266,229.7317509406072,14
72,26.633139506627895,80.66819758075593,26.84798852586764,80.93920534029724,370.59349980824175,9
73,26.503699818472814,80.53030709653818,26.637270453680976,80.72529332383382,337.69673092343885,8
74,27.04635915706474,80.51286923300806,27.08814615236187,80.69518930271013,341.2600480491788,12
75,26.973594420377903,81.21116012060995,27.089319842817527,80.93032116354594,373.0129838150886,8
76,26.988434802587463,80.80799665628982,27.083287544780827,81.12358885620041,330.14366925163944,14
77,27.016751132279584,80.77671518595497,26.659993461625632,81.18164828482485,271.6249477210664,10
78,26.54960991666184,80.98934604353902,26.802330360601264,80.57625217917071,210.36907775221874,6
79,26.740172038124662,80.65714279926284,27.15994306961439,80.61147660107036,407.4325323652808,9
80,26.577632269881835,81.18397205244416,27.017248359127695,81.18021010632381,190.5089720012745,10
81,27.07827929533665,81.06616841037919,26.518202172221127,81.03030536440104,376.94172246176566,9
82,26.917609744974463,80.56437592166483,26.54368707614453,81.13575555387743,193.33312905973065,6
83,26.721701676651275,80.80065815856514,26.810834022464263,80.64589549657745,350.1320679817816,11
84,26.542584094691637,81.13296518144476,27.10917753792725,80.92306182719877,398.83130685161154,8
85,26.708358155549494,81.18020705604981,26.86093020462832,81.00482050798058,187.48555556261567,12
86,26.717872825757922,80.83652908809991,26.833534380382975,80.98968055752182,123.97732034452332,11
87,26.988836139486505,80.9416562002317,26.570667378970942,80.79386921742402,152.38949719766964,11
88,26.927163505807993,80.6202644411863,26.94004267016528,80.51108432201774,342.3987869084102,13
89,27.09443253752614,81.21364141081862,27.050809117602153,80.91970676089907,439.77856249029423,5
90,26.816383999858505,80.66680362499608,26.75488140503007,80.68223310820932,117.99872849416974,14
91,26.580128144778662,81.17876687737729,27.019659940119972,80.82418305722288,393.6605036166585,10
92,26.977874007439407,80.9677455872745,27.146199358113545,81.18945833086035,236.52745838002085,10
93,27.009725982573322,80.93757049231277,26.63652352761555,80.78730542870255,291.411347967809,10
94,26.876055722371564,80.86913572793189,26.850630852900476,81.10465715679838,471.54381993822625,10
95,27.016548010569558,80.66608226443678,26.692382431916666,80.63574923613946,232.7886018943382,14
96,26.83084304956414,80.62710018304396,27.031212460752673,80.98417155857803,286.1347735757944,11
97,26.850230995685937,80.65875007053053,26.886987555140376,81.20344500719604,105.47296590427244,14
98,26.78645248230023,80.63423554874386,26.925170219758705,80.57336303262852,132.63948800193535,10
99,26.517030814918545,81.06130082096806,27.03460248694265,80.50599035840358,203.4366364539136,5
100,26.572287256085513,80.75209018660004,26.765300216683844,80.81217961069548,111.14089632842976,7
101,26.521057554410113,80.54164672712565,27.11311034583272,80.56669034779698,352.5501304193004,6
102,26.926394975546735,81.19775389370139,26.857129341054915,81.03883673176689,270.559342720649,10
103,26.71061850732114,81.13632583717367,26.605829731299682,81.15847503797096,319.25808109120885,12
104,26.840742363080352,81.16798164390055,26.966252409173098,80.8124951003503,169.8588743585318,7
105,27.108069537530483,81.21633363230544,27.03148510479363,80.68627238235192,218.37281177464644,14
106,26.667025793529746,80.62520457943803,26.712230323635243,80.81277038968476,365.52978994109003,12
107,26.77495655843387,80.78529425360992,27.074310102189166,81.020882428852,486.12108945215994,12
108,27.006219262823844,81.04593170250695,27.107115980693067,80.50651899633786,120.16670944088368,9
109,26.653294770879388,81.00113484499873,26.68552600654313,80.92440687242897,456.15372834210643,12
110,26.55157653958529,80.6108050525647,27.1589593867192,80.9415700131189,330.7524805244834,10
111,26.694133473452226,81.08739984999325,26.594276723792667,80.95913553776508,325.5678267022495,9
112,26.608018262460185,80.6615972117224,26.63535049782967,80.67425589758624,300.11141408310414,13
113,27.122897427069525,80.66114868267229,26.623430642289478,81.01411796083225,127.75763436167335,11
114,27.04144065430816,80.88662158448325,27.098973105705277,80.56580187015888,135.95074069446426,12
115,26.924380516861984,80.92691675308602,26.938376010057727,80.6434746422561,340.36480226363443,5
116,27.083878595425773,80.91766206964323,26.601909869758924,81.13177843359122,236.38342857422333,6
117,27.03846029152241,80.56587052292639,26.795016690306795,81.03188066852313,466.90722663107226,12
118,26.625001939453643,81.13177182109388,26.91224967679677,80.50989679888816,262.6362149437889,13
119,27.098014528988287,80.69123203066387,26.555920936942886,80.67883090746625,157.31258348105644,8
120,26.861359302083486,80.59325074332362,27.09121896683292,80.65437266775508,385.8875334008144,14
121,27.040984903959924,81.13989861750566,27.03841436874583,80.69498055618662,217.34136857640394,14
122,27.100381170948744,81.18806907872542,26.83848853829635,80.67824303460152,310.18812294235727,13
123,26.71306232823115,81.12073188443112,27.147974832223646,80.54501893293485,379.133114202068,8
124,26.573734789433544,81.08285157380192,26.779899856114316,80.83043717194971,460.1056444808282,14
125,26.6527165589031,80.97177422606009,27.159353913754455,81.02756810184604,416.8764779206704,14
126,26.78616221837959,80.89661730683858,26.94750639919843,80.93684684179655,370.54442714908964,14
127,27.048069893168073,80.56263046713622,26.925229753080142,80.98446760139062,371.85327295805746,13
128,27.076689490781753,80.7940863134109,26.611189779848175,80.5584274085461,478.3698576128346,11
129,26.5046579274559,80.76833573224887,27.09089159806411,81.18507331132729,218.32963899861443,6
130,26.84220069272697,80.68702272430744,26.786418090906814,81.10371412036697,100.44483767847497,13
131,26.779665372109683,81.02086248185579,26.60869638187426,81.07966502931687,208.78182375927946,8
132,26.64881223301539,80.85703052925672,26.508447038383757,81.09254833963007,187.1565518506976,12
133,26.580309796113568,80.55835327545351,26.875036308037718,81.17155156585558,364.7338340455993,11
134,26.72620216484043,80.65853190540386,26.853357746822194,80.89186285560186,353.4846399062116,11
135,27.13174950162139,80.9919463098349,26.981966926987337,80.6442030528647,337.3845530818895,12
136,26.716545964453907,80.55481421883302,27.096472895521927,80.94408419765382,106.49737728378147,5
137,26.847589716568056,81.11286897811512,26.55320241171083,81.03487467544092,391.511221780259,9
138,26.97102270245977,80.85650549945007,26.990102648528044,81.0313005232149,229.41216499419662,6
139,26.743631833594126,80.84602233567519,26.62556600254538,80.87544329740015,366.02239560265247,6
140,27.151093995423047,80.92653360495486,27.0749786256153,80.54929027792018,322.6313714008613,5
141,27.144839687611217,81.0937702954661,27.04877255428731,80.7672013156697,237.09237017116288,9
142,26.668694138202994,80.75042262968958,26.862331815840317,81.16295195809361,153.8305068416431,6
143,26.8331564989479,80.98817162984253,26.97586267507762,80.92080321502534,137.76755906419237,8
144,26.701588467577235,80.90732701407697,26.710614575833112,80.88759899914412,432.60733324488945,7
145,26.690843131232903,80.69226035452198,26.815682492284985,80.69357453035518,467.3590168326232,7
146,26.524714254727538,81.13261359017571,27.05049672146602,80.76528322233993,359.91521870571984,6
147,26.908408103766533,81.074146735557,26.807707682106056,81.14464918419029,141.37364594419336,10
148,26.836794945563337,80.97408532095406,26.739724837768048,80.97985339421932,260.8108867552963,6
149,26.534490763337494,81.11241884494785,26.831122339657703,81.06691865926167,391.5756800420629,12
150,26.68669313103853,81.12445182469105,27.054926999132938,80.82712870460871,411.9283536040272,12
151,27.10853814359766,81.01002134323483,26.724589391738487,80.95377799800843,147.28744891643544,9
152,26.66050646674687,81.10264959642184,26.616420267400947,80.67883619829512,100.01228753815296,14
153,26.59707956430112,81.00217945240189,26.977049393621623,81.0079317978041,384.854818352242,11
154,26.82793334938597,80.98970135566742,27.053405402514414,80.80787296026641,242.63847039448225,8
155,27.160385804254105,80.94540019231493,26.56742711061077,80.81863277066661,201.79253264730409,5
156,26.662177031912705,81.0419559804815,26.660715655546483,80.96751207369536,105.15898791581017,6
157,26.95033081676194,80.61419567581102,26.595121233139867,81.17412204745763,316.1197627045999,14
158,27.01028514227024,81.13422694662323,26.73312074576005,80.5460845695582,440.4602941703927,14
159,26.65921715447491,81.12772733997656,26.801735155866627,81.09381513088985,483.05265850903515,8
160,26.98790495356995,80.52105804378488,27.001713645765417,80.71051583949678,326.29798024531567,5
161,26.7464146989219,81.09458806040662,26.936268881870724,80.81962200724459,305.7845310959577,12
162,26.9236449064977,80.59278630458088,26.91602214021055,80.51577759671801,134.02255419569644,13
163,26.9244649062098,80.74128557506658,26.73609121422847,80.71675317604071,319.5491206170399,8
164,26.858969038330088,81.03532594452996,27.06376986056679,80.86189449469369,251.99163158615784,14
165,26.560494145936453,80.61574712515478,26.81576240215677,80.54044677569016,342.85411235343076,7
166,27.05965267204479,81.08893625736573,27.156000308470155,80.85358892515588,255.49053915061867,6
167,26.714922643531064,81.09913660812957,26.924875232658145,81.16751965277807,196.1196493801467,9
168,26.624967401967904,80.8653767683078,26.584597376848215,80.57588311703762,137.9861100913506,7
169,26.527319344841693,80.50459782763612,26.95303896659054,81.05039732421436,225.9673778355583,14
170,26.895898271936122,80.70666745588593,26.71781969033924,80.79496315843072,138.6579337151009,11
171,26.95396812243433,80.94418738123053,26.959839221779685,80.97172507445752,170.75878032959358,10
172,26.511113845381665,81.20645404817975,26.54665956926881,80.68737035054936,494.93446343181836,5
173,26.84310234906052,80.954905739452,26.617170562907894,80.61483442902978,277.64142276264744,12
174,26.65175216938262,80.68705857836619,27.07334396346688,80.61553308227528,312.7487066020066,6
175,26.932265769574332,80.95648410623171,26.652210303205756,80.55075420086307,449.4474114948861,9
176,26.616825507433344,80.88878947339542,27.06081755391277,80.6336656275289,498.22756019627514,13
177,26.962928284528655,81.06148868450882,26.687114979264454,80.97823795719205,333.0857797378726,12
178,26.75911268202136,80.57702605995541,26.930730879739336,81.13481724052733,424.9895284176687,6
179,27.127609092453614,81.04794008980146,26.965080884251588,81.08617049362563,230.7764097346701,13
180,26.592139032577816,80.8897119366468,26.843478684607188,80.99329670310962,222.29758297891644,9
181,26.728514455203673,81.19335424277847,26.70455815338681,80.579510941656,261.08148839782405,14
182,26.576027259231196,80.74614795954786,26.642471732168634,80.70821496133308,369.00290506945964,10
183,27.119544724246637,80.95548776305644,26.522236867556824,80.72306095023218,372.8766757020395,7
184,27.087817366765258,81.17106023596722,26.703644088831286,80.67996900140629,226.0957738597803,7
185,26.672820890569156,80.5738070041533,26.93761906965596,80.870804074991,153.28396965465146,14
186,26.942189310842902,81.17480451081025,27.128664228360485,80.88559874671337,352.9585025862034,12
187,27.047538874134816,80.99527772005659,27.083707003116245,80.7569579021232,151.3303448755058,14
188,26.871984543771642,80.54884268255573,27.013263400278653,80.75472819429024,331.39700329173206,14
189,26.854865887498526,80.71669376820171,27.02825971997971,81.09656003049238,377.3688512225236,6
190,26.662041034903304,81.0098839038246,26.94553988532892,81.06829085079018,380.24459855778065,6
191,26.56237885442995,80.54849243305752,26.674392194569222,80.72161299881013,401.3888442638387,9
192,27.10113455782873,80.91916273132692,27.107820670572906,81.15792767958875,449.1437686262658,10
193,27.103280098299432,80.74903580100613,26.94939064897691,81.1860268122418,299.9835967859154,6
194,26.92417797637309,80.94705917279258,26.875495222756896,80.73525463026164,392.0996758118285,9
195,26.72714996000263,80.53293426434502,26.574362944373032,80.755185963131,347.6690941463347,11
196,26.733970414990484,81.1275065004297,26.799527214350306,80.8640565904638,174.65597591907303,14
197,26.986390304843063,81.20091205780773,26.808440041705293,81.17760698502424,110.27585794776327,14
198,27.10106387416823,81.1975920558057,27.07925761838019,81.13094999186247,213.8165542707735,12
199,27.09434790425763,81.0397493188549,26.866254307525818,80.57384893306019,277.2134825350478,11
200,27.02251661572461,80.59366209289405,26.754868367810175,80.78276613515541,346.8423777714625,12
201,26.930161202923372,81.04594950106889,27.154456220102144,80.89842725661984,439.9837322012821,13
202,26.556373776546682,80.51770257985034,26.574182797528632,80.8622553802371,178.49828668246624,9
203,26.608291238443393,80.51592895710088,26.783107446969005,80.63958140891457,150.21991595939085,9
204,27.102031306313144,80.73299935778768,26.528156532364843,81.11834807524107,485.391978989731,14
205,26.906307469971928,80.85182309709135,26.995735760913846,80.98739736375772,143.21782375056284,8
206,26.50616202458314,81.05469334082161,27.11511128997343,81.10329402989329,291.39642804287564,13
207,26.56798593372024,80.99197267115669,26.68762501079883,81.11831028113161,334.22549151732073,9
208,26.9445461853024,80.82104994859125,27.07508892345541,81.03881621463933,316.5497683629753,6
209,26.503391261176965,80.6970111997228,26.695786214409473,80.8162316328998,134.4128628131773,14
210,26.607741394449725,81.21792964011355,27.110216008301425,80.9395936636111,122.81076560144774,12
211,26.867651638875614,80.8068505376099,27.005154475409846,80.61546309240622,142.1933709844143,11
212,26.963569782454105,80.82499865751737,27.039287540483766,80.98502470058193,334.235073549045,12
213,26.936814043866743,80.617809151258,26.512064392252306,80.62906234413228,317.73795505372846,7
214,26.650260437338577,81.07226287509995,27.1450829392396,80.99964370516732,193.4963168146977,8
215,26.977160078302852,80.99945120256267,26.98686956468712,80.66531067574286,355.1096567382366,9
216,26.658956888622857,80.65895412120791,26.70418323390871,80.58463693610815,428.02700082225977,10
217,26.71801779776671,80.5593143528434,27.055694425455428,80.61900483290293,116.6315839386375,5
218,27.000149241429078,80.9899594974938,26.688619202938003,80.50143433735774,299.2519774192169,8
219,26.935254042361635,80.97124807428241,27.084745072509307,81.01749252485455,375.7241648410761,14
220,27.0689796850311,80.6967468594387,26.575428861575997,81.02732875532203,200.92477082787485,9
221,26.940600637841232,81.18462176482029,26.971469604898733,80.87075201193754,223.10836211725965,11
222,26.880766764234767,80.60876168208225,26.86226797935209,80.61618121675987,345.45516119575353,9
223,26.56276209444482,80.81128105675067,26.564678095030946,80.5601591230077,459.1741173774948,5
224,26.74636958804982,81.17940346252067,26.662068864933424,80.51377285583484,423.96976812115975,11
225,26.677685586346758,80.8022036681868,26.5083107043058,80.61933868741495,333.2520876398334,12
226,26.663473061063986,80.95973868231815,26.81407453686122,81.14141598518786,392.08868710289966,11
227,27.15191707168414,80.78626796653322,26.7018477247092,80.6739065260252,245.92898808311946,8
228,26.76337547552673,80.69743494569104,26.900899514479498,80.75507535559639,356.3862112395031,12
229,27.09767119196867,81.20846390653108,26.699149331164772,80.57584874882656,286.4726364510228,9
230,26.92286287941817,80.79472048454683,26.70094580470968,80.66010013941869,175.97445458302437,14
231,27.032523573372906,81.14375142664898,26.997939443150177,80.87384169096175,380.6953095509029,13
232,26.836766852380478,80.66556731624158,26.532255700105498,80.93758193182887,322.5858549395288,14
233,26.886525602699663,80.65343538689805,27.104939646778632,80.67665366619967,243.44863278143657,9
234,26.82998685485864,80.52241653967685,27.071016795842095,80.54156715464208,464.5356760314523,5
235,26.63081280182469,80.96920011427063,26.947429137761695,80.78154366577172,108.37364713069331,13
236,26.98404291722521,80.76533896748111,26.89745845197195,80.66862642706695,226.3092604997984,9
237,26.688117482835374,81.12233793988453,27.09784267375357,80.65807882472545,122.75255911105862,10
238,26.516291697509075,80.84071113281792,26.62417122028424,81.19110121795369,406.6109264886509,8
239,26.932466438257805,81.1970992680986,26.552909338667856,80.94373634986653,380.84298164551706,10
240,26.618664155202723,80.63357837130624,26.66047181383939,80.90095247908391,232.54088749452683,12
241,27.130107251516453,81.12540868092803,27.03236744672913,80.7993580745368,370.2651608828292,7
242,27.139132146591734,81.05914973401005,26.523229078706745,80.8088399200697,258.37489047837994,9
243,27.112959141447703,81.05506372814372,26.89048057950594,80.88945160276342,402.5015165689737,6
244,26.748006329171147,81.10824392424416,27.16694313584818,81.001429461066,281.67346509468246,6
245,26.51035593307434,81.04793727347896,27.073316382871152,81.00554518925091,264.91189113266626,11
246,27.12197343693378,80.95087863157462,26.849368611659205,80.62361961354793,473.8919661953204,14
247,26.7868833793726,80.59449631193132,26.54263940922205,80.86008118149518,200.3516399562801,14
248,27.14765872875926,80.5234188492337,27.057020254638427,80.79660982842455,148.17893599862617,14
249,27.1456253846498,81.1630104504273,26.901315600478732,81.12677941571395,333.81724530378324,10
250,27.071516335163132,80.94398822645493,26.57700510802991,80.95462162327723,487.72872491367156,8
251,26.697280757686624,81.07350684950285,26.562884380831647,80.8834029278195,251.13568549087466,9
252,26.75801547816329,80.84669609308904,27.109449969022517,80.58308414236882,124.81470545151261,5
253,27.070261569916294,80.58446189605293,26.948364176168514,80.93605928031286,235.72210692382697,11
254,26.712337743454707,80.59013377038583,27.055622155542228,80.58438681208976,302.37266172782336,12
255,26.61356014027968,80.99360700680487,27.088915863189122,80.74278873440734,164.7692026528855,13
256,26.873056845847096,80.80982024432761,26.883087475872376,80.60284621466631,363.2408872225968,12
257,27.127223698687725,80.64437780322424,26.846689055675878,80.99829302585755,499.09975560408026,9
258,26.96633996377223,80.85394807365384,26.788386364915063,80.64850152196203,280.6957903925775,7
259,26.881940983959876,80.5462304346941,26.71235421382005,80.78213874869537,241.89142269208506,14
260,26.565108250826416,80.91901940937836,26.791179293775336,81.14488583988552,260.28166673378666,13
261,26.912054841888445,80.69367525119327,27.018499369339207,80.64710779604725,146.05847135808045,10
262,27.16333607956986,81.07424255245877,26.903288698780138,80.86561964605032,453.3094405704895,9
263,26.59385629020847,80.72346061042498,27.09799060426975,80.80187559603954,265.9302622085408,7
264,26.847280867083704,80.8277585073389,26.797064609634056,80.51304930955293,254.90976456993653,10
265,27.087839958191733,80.50836678873384,26.906750017741565,81.07078584177242,363.87610917218973,7
266,26.99631497389532,80.55216175921208,26.922976060571635,80.54971305254651,276.8133683724494,14
267,26.96700054646683,80.78259536061282,26.89643709874524,80.84146361510341,359.2933875231384,10
268,26.970664336271366,80.84555596099632,26.9707646279673,80.90368837235604,124.578516052315,8
269,26.740859071317235,80.9320147946459,26.65908042381112,80.9524670487625,425.48933748889095,6
270,26.69670653565721,80.7099970566707,26.84328373095568,80.99581477310167,476.20158115176105,12
271,27.042271974170607,81.0003869580111,26.569830617881593,80.68235611613636,359.5061544637544,8
272,27.042775974435052,81.11928812597623,26.757622589522025,80.50718471919409,481.8263715435243,13
273,27.08093845344867,81.06149271200321,26.82673693597625,81.02087943689554,160.57292574798532,11
274,27.111871170212837,80.52852555425082,26.936990253895466,80.88567275153025,290.96647579214147,6
275,26.84259940723683,80.84596500202564,27.13685580523276,81.10200474630922,340.7226935781789,8
276,26.836015917440424,80.57554972846108,26.9024362145874,81.0913996212885,332.69465896847464,9
277,27.03485776990774,80.67427241142101,26.998207923838297,81.10719484080728,260.5847116356173,7
278,26.935475833621105,81.21039706715234,26.839198259861785,80.84926815518527,235.23376374650456,13
279,26.97031780776266,80.6025967908891,26.924849701022143,80.74021244500254,150.72960902016752,9
280,27.033181088522188,80.85919947048498,26.54752458480963,81.06992190586578,256.6969802249113,6
281,27.09630357901777,80.94507212870904,26.67044235916404,80.82493176138107,165.06432604219407,7
282,26.72645675509053,81.00577477879176,26.742441572447444,80.63207838141047,393.74627059688737,13
283,26.751640578268763,80.90294705211058,26.816570547854365,81.11558129408427,183.532374197836,11
284,26.562967899693383,80.5070350101418,26.530584659486596,81.13544311127609,123.42612211381353,6
285,26.887447694467436,80.73505214193567,26.593816145360723,80.83574302442092,320.94645512689374,13
286,26.524081323443816,80.87275238323699,26.685465586220175,80.55450380366305,338.09189308776064,8
287,26.81195067214875,80.56326387938428,27.150926902903706,80.7792347847402,448.7652245122022,13
288,26.863571905254076,80.75245139047061,26.722002494759046,81.07854711481308,330.79264496707276,6
289,26.69198263892595,80.52390623832979,26.822967508935097,81.14927730055328,238.1923414893783,14
290,26.895858284581237,80.55657651795161,26.631385467534724,80.64650037459828,421.2047526105282,8
291,26.520435167459162,80.78578475886515,26.909222647620766,80.5482210006582,316.1115572749684,9
292,26.525023286461973,80.595555342911,26.688057754395704,81.13169232625565,131.7121138524767,6
293,27.051142375641973,80.90862941074832,26.638685027553745,80.7803715560648,326.3402241252987,14
294,26.741327729745546,80.99641477777882,26.846103661058805,80.89006789427265,463.20741816866496,5
295,26.58513054347676,81.07642242335854,26.503688885437484,81.19700738467654,258.5250501992882,11
296,26.84990298423672,80.64410817585626,26.505134901874982,80.54792660409824,218.53032075992002,14
297,27.015895680576072,80.62058745922653,26.646776102098244,80.96678896536551,157.38778280720803,5
298,26.644600088422884,80.57528884504077,26.52460331287555,80.5533559042539,160.57820877414292,12
299,26.917336618798732,80.95822977967141,26.572377255267565,80.77033762849588,273.1085937367276,7
300,26.557182801545824,81.00866252307057,26.727036635056965,81.07874647253928,338.2719296646118,14
301,26.534626753182966,80.52274202427446,27.037732405318476,80.81210000758405,132.24616206784071,10
302,26.85600760315066,81.17407281729545,26.883272591057434,81.21797129481013,475.8274356100663,11
303,26.86222553147877,80.53741932422906,26.8434873763908,80.90252268516156,402.05344697807834,14
304,26.9270780340038,80.88973336141677,26.696637511549444,80.73123674989789,334.64956731346507,5
305,26.986481193594184,81.01052357400467,27.124274992019988,80.65848015465143,431.3754683755963,10
306,27.1538208932399,81.12709776909718,26.76600007762892,80.75237478468604,132.0747027248453,11
307,26.845921233361803,81.01414259113535,26.558352153753166,80.76822395710687,290.7355510932498,10
308,26.716380836870634,81.07724421981025,26.913434565798926,80.54947384796125,352.03725074466536,8
309,27.032774750495033,80.74440413863081,26.576271723629322,80.76609342358728,431.4611624473157,5
310,26.68145760834559,81.08667408189748,26.731299505677136,80.83425173421224,413.38782401970707,13
311,26.794110851872777,80.55768268939697,26.839965998940933,81.02037118161194,210.82769988535983,8
312,26.552565775499318,81.14426799236358,27.08572909153907,80.97284522899956,476.3520678236817,11
313,26.516984998088358,80.89426651083069,26.83067620882788,81.01031127176499,149.73833657234815,11
314,27.14497443783421,81.08845439437299,26.970513373241218,80.50602185095134,450.0534474484609,6
315,27.06010668074318,80.82566916485318,27.165187282129377,80.65672052769798,488.3760998418474,5
316,26.96630271808278,80.9633759405415,26.58809771033165,80.9764126876479,170.86140928905024,12
